true-predicted	TRUE	predicted	message	source	correct	true 2nd	predicted 2nd
C&I-C&I	C&I	C&I	Qiana I am requesting you come on Tuesday to SN HC III	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	On Monday I'll be at the health center 10am-12.30pm to review any cases you wish me to see. I'm then able to go on home visits Monday , Tuesday and Thursday between 2pm and 5pm. If anyone wants Catherine, Bryan and I to accompany them please let me know (especially those without treatment kits yet)	logistics	TRUE	none	none
QA-QA	QA	QA	Also Francesca please inform the lady with hearing loss who we saw on the home visit that we have booked her a specialist hearing assessment in Kampala at 1pm on Wednesday. Catherine and I can transport her and we will be leaving makata at 9.45am	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	I have got the information as you told Francesca, but am asking about the other child they had referred to Mulago, is he also supposed to go to Mulago on Wednesday?	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	I have received the information, I think the patient will come at Omni Med.	logistics	TRUE	C&I	none
C&I-QA	C&I	QA	My fellow VHTs let's observe about where we send the messages when informing others, like Mr. Matthew you could have put your issue in the group of Seeta Nazigo and Makata group. The problems we find when e have gone on house visits are the ones we are supposed to share on the VHT case group, but when we keep doing the same mistake as they are always telling us, it is not good let's observe before sharing messages, but issues with illnesses when you get the patient are the ones to go in the case group, whereas informing others where you will meet and any other information should be  written in Seeta Nazigo Makata group, thank you so much.	logistics	FALSE	QA	C&I
SE-SE	SE	SE	Thank you Isabella	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Also Karl for the two deaf patients we saw last week please inform them we have booked a specialist assessment in Kampala at 1pm on Wednesday. Catherine and I can drive them and we will leave Seeta Nazigo at 10am.	logistics	TRUE	QA	none
C&I-C&I	C&I	C&I	Good morning VHTs and thanks for your work, what am asking is that, do you go on examining people's ears as you leave them their or you also treat them? Someone please answer me.	logistics	TRUE	C&I	none
SE-QA	SE	QA	Sorry Mr. Matthew about the pain in your leg, I have just read the message now I had no battery on my phone, but please go and see a specialist and they assess it.	logistics	FALSE	C&I	none
C&I-C&I	C&I	C&I	Oliver you told us that you have a problem with your eyes and that you are unable to read at night but now you are telling us that you have just read the message, are you lying to us or you are telling us the truth?	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	I had no charge on my phone, but I have to do all it takes to read the  messages shared on the phone but my eyes have a problem.	logistics	TRUE	none	none
SE-SE	SE	SE	It's me Harriet. I thank Dr. Andrew for the work he has done. Thanks for not letting us down. Each time we need you, we are able to hear from you. Thanks so much. Thanks for the air time too. May God reward you. Bryan, thank you guys for not giving us hard time. You care and don't complain. Catherine, we really appreciate your services. Keep it up. Continue to treat our people and God's name will be glorified. Amen.	logistics	TRUE	SE	none
SE-SE	SE	SE	Thank you for appreciating Harriet. Thank you too for the work you are doing.	logistics	TRUE	SE	none
SE-SE	SE	SE	Thank you Harriet. It is an honour to work with the VHTs. We have a great team.	logistics	TRUE	SE	none
C&I-C&I	C&I	C&I	Thank you Dorothy for your clarification, but just a reminder, the VHT CASE GROUP is meant for learning. You will be responding to questions which will be put in the VHT case group. Even if you go in a household and you get a patient who needs referral or any special attention please let it still be shared in your groups of Seeta Nazigo and Makata group or Kirijja Butooke / Kavule group. Thank you	logistics	TRUE	SE	none
QA-QA	QA	QA	Good morning friends, how do you see if we go like in churches, and among the people neighbouring our villages we work from and we teach them about ear diseases?	logistics	TRUE	SE	none
C&I-C&I	C&I	C&I	Good morning Bryan, I received both the audio message and the written one about the other patients.  I have informed the household head and at 10am they will be at the Health centre where you will find them, thank you so much.	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	No!! Monday at 9am to ent clinic at old mulago	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	As in tomorrow.	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	It is very important he goes like I said last week. They are expecting him. The doctors name is Dr. Zanetta	logistics	TRUE	SE	none
C&I-C&I	C&I	C&I	Good. Thanks. Please stress to her that we will be departing makata at 10am as we have to be on time to the appointment in Kampala. Thank you Francesca	logistics	TRUE	SE	none
C&I-QA	C&I	QA	You examine them. If you have a treatment kit and you think they have a simple problem treat. However if you don't have a treatment kit yet or you think they have a bigger problem refer to us to see them. Also everyone should be recording whoever they see in their books even if they don't need treatment. That way we can have a clear record of who needs and who doesn't need follow up.	logistics	FALSE	QA	none
C&I-QA	C&I	QA	If you don't have a treatment  kit yet it is because either a. In the tests you needed extra assessment or b. On home visits you have not made correct decisions or recorded things poorly. We will continue to assist you but we want to make sure things are done properly as this is a very important role.	logistics	FALSE	none	C&I
SE-SE	SE	SE	Mr Andrew thanks for your concern about the patients.	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	OK Oliver. If you are struggling to read messages please let us know since otherwise we can only assume you are not receiving or replying. We have to see the lady we saw last week who has ear wax that you gave olive oil to in order to do her washout. Does Tuesday afternoon work?	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	I have home visit slots available Monday, Tuesday and Thursday at 2pm. I would like one of those to be Qiana and Jane and one to be Oliver and Luke and one to be Patricia since those 6 don't have treatment kits yet. Please choose a date and I will attend with you	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Well-done Mr. Edward, I had an idea about making pairs me and you so that we can go on home visits as we learn together because  Jane whom they gave me is far from me in Byafula village am unable to get in touch with her, how do you see that?	logistics	TRUE	SE	none
SE-SE	SE	SE	Its a good idea, I will get time like on Thursdays where am not so busy so that we can make arrangements and we fulfil that.	logistics	TRUE	C&I	C&I
C&I-C&I	C&I	C&I	I have got the information but I have a problem with my phone - it looses network. Even if the network comes, it is slow, the messages freeze. I don’t know what I can do with that problem. If you have had this I request you help me and update my internet as it gets lost. Last time it was out the whole day - morning to evening. I don't know if it is possible for you to come and help me.	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	I've got the information Luke, maybe you have locked your internet or put it on flight safe mode, or maybe there are some apps you have opened making it freeze which have become a problem to its speed. When I come to Seeta I am going to see it and make it right for you. You must have many irrelevant apps - I am coming to see the problem.	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Mr. Edward, the idea of taking the training in church is very good because there are always many people in church and it is easy to get them as compared to house to house visit, it is a very good idea and it will help, thank you have a nice weekend.	logistics	TRUE	C&I	SE
SE-SE	SE	SE	Great ideas. Well done Karl	logistics	TRUE	none	none
SE-SE	SE	SE	I was thinking that Matthew needs to be helped, and informed on where to write his issues, we shall be happy if those around him direct him where to put the messages, that the VHT case group is for learning, let him use the Seeta Nazigo group. It is true he has a problem with his leg and I have ever seen him at the health centre looking for treatment. It doesn't look look when you open messages in VHT case group and you find Matthew talking about himself alone or Gordon doing the same. I have only mentioned the two because am always making jokes with them but even others, let's write in the right groups in order to get good communication. Thank you	logistics	TRUE	SE	C&I
C&I-C&I	C&I	C&I	Bryan I don’t know if my first message got to you but I am going to see that lady, she can tell me which date she can be at home to see that we make a follow up because she works from very far.	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	About the issue of the eyes, especially when I look into light or in my phone, when I am trying to read some things I can't see well and feel itching in my eyes and get tears. That is the only problem I have.	logistics	TRUE	none	none
SE-C&I	SE	C&I	Greetings, my fellow VHTs I am just reminding all those who have a programme of going to Mulago to keep time so they don't miss it. They have to keep time not to destroy this programme as it just the beginning. Since they are the first people going they have to keep time, because there will be others going. I want this message to reach them so they don't disappoint and miss this chance. Thank you.	logistics	FALSE	SE	none
C&I-C&I	C&I	C&I	Health worker Bryan, thank you so much. The information is reaching us very well. But for me as Francesca I will move with doctor on this Thursday. I don't know where we are going to meet.	logistics	TRUE	C&I	none
SE-SE	SE	SE	Thanks Luke	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Remember everyone I will be at seeta nazigo HC III tomorrow morning from 10am until 12.30pm and can review any patients who need to be seen. Then I hope to meet Gordon at Makata at 1pm to go to see his Lady with the pus in her ear. Then at 2pm I am planning to go to see Qiana and Jane in kiruja butoke to do home visits. Tuesday I still have availability at 2pm and can go to home visits with Luke and Oliver - does this work for you both?	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	Bryan I have heard the message, this phone has been disturbing me, it had no network and the messages were not coming and going through. But I will work tomorrow with Andrew because tomorrow I will have time.	logistics	TRUE	C&I	none
C&I-C&I	C&I	C&I	And I have just brought the phone to Dorothy who has fixed it.	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Harriet where are?!, you come and we go in the field, come and we go on a house visit  because I can't see you.	logistics	TRUE	none	none
C&I-C&I	C&I	C&I	Hi Qiana. You said you have a lady with ear wax who can't hear. For her we can see her tomorrow if you want to go with me on home visits. I can meet you at 2pm in kirijja butoke near the home we visited last time ?? If Jane also wants to accompany that would be good then we can go see her patient who we saw last week who needs washout. Please let me know if you can both make 2pm tomorrow (Qiana and Jane)	logistics	TRUE	QA	none
C&I-C&I	C&I	C&I	Remember I will be at seeta nazigo HC III tomorrow at 10am until 12.30pm for any cases you wish for me to review.	logistics	TRUE	none	none
C&I-SE	C&I	SE	Bryan, I have understood well what to do, but I want thank you so much for your care and making sure we get the information in time, thanks for the work. Am Oliver	logistics	FALSE	C&I	C&I
SE-C&I	SE	C&I	Hi vhts. I am at the health center in seeta nazigo but perhaps there are no patients for me to review ? Also I have some slightly bad news. The staff at Omni Med have told me that this afternoon they need to use the car since their car is broken. I will therefore not have a car after 2pm so will not be able to drive to kirujja butoke today.  I am sorry for the disruption Qiana and Jane. I am able to see patients around makata this afternoon instead and can go with you tomorrow at 2pm and then Oliver and Luke at 4pm.	logistics	FALSE	C&I	none
C&I-C&I	C&I	C&I	If Francesca would like me to see patients or do a hone visit I can do so today around makata.	logistics	TRUE	none	none
